,global,local,fusion
151,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39553338 0.6922128  0.32983217 ... 0.3785665  0.60062855 0.69242465]
 [0.39954975 0.701518   0.31868687 ... 0.4027409  0.622476   0.7082699 ]
 [0.39844963 0.68554366 0.33650988 ... 0.376591   0.59629935 0.6867363 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5949684  0.5619027  0.49027967 ... 0.4900825  0.6436327  0.55880994]
 [0.60354596 0.5622251  0.5004673  ... 0.49345636 0.6576153  0.5590183 ]
 [0.5848652  0.5573167  0.5035338  ... 0.5028495  0.65008384 0.5597379 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6861229  0.3750268  0.433932   ... 0.5444239  0.74090546 0.5621819 ]
 [0.69701225 0.38676742 0.4240807  ... 0.5579311  0.7601584  0.5345839 ]
 [0.6962218  0.37745014 0.43441916 ... 0.5446406  0.74318546 0.5671634 ]]"
152,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.42068574 0.6628888  0.35686526 ... 0.42112347 0.5937468  0.66899514]
 [0.45330572 0.6054606  0.40728974 ... 0.4506207  0.5596278  0.60873777]
 [0.36865762 0.7207064  0.29150617 ... 0.3383885  0.6137993  0.73134977]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5901595  0.5651492  0.48608682 ... 0.5066972  0.65942645 0.5639546 ]
 [0.5643084  0.535828   0.52261394 ... 0.49312335 0.59959257 0.5445249 ]
 [0.5828765  0.56753695 0.47077262 ... 0.49900812 0.663815   0.56884915]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6949689  0.39916807 0.41165796 ... 0.5463829  0.73410577 0.52219164]
 [0.62022436 0.44828877 0.44975662 ... 0.54148185 0.6494501  0.52596766]
 [0.7026613  0.33702976 0.43985268 ... 0.5503897  0.78080577 0.5677827 ]]"
153,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38153133 0.72098017 0.29364783 ... 0.36852327 0.6161793  0.7194143 ]
 [0.37445518 0.72072655 0.29058248 ... 0.36564103 0.617363   0.7244122 ]
 [0.37300998 0.7289021  0.28217798 ... 0.35638908 0.6182621  0.73177254]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5962545  0.56638473 0.47587034 ... 0.49573573 0.66390425 0.56575954]
 [0.5900055  0.56511885 0.48024866 ... 0.4916119  0.65139264 0.5589032 ]
 [0.60271484 0.57645166 0.46546468 ... 0.49521574 0.6683488  0.5718086 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7021862  0.3521376  0.42511123 ... 0.55227727 0.7724343  0.5520738 ]
 [0.69564986 0.35283148 0.4387487  ... 0.5422354  0.762454   0.55975074]
 [0.70692384 0.34134117 0.425436   ... 0.5541805  0.77766067 0.56260407]]"
154,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3881477  0.71431667 0.3160172  ... 0.37722158 0.62011635 0.7248325 ]
 [0.3918347  0.7148794  0.3138671  ... 0.38769704 0.6258913  0.7280759 ]
 [0.4094598  0.67306685 0.34837174 ... 0.3867621  0.5881985  0.6743053 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59267074 0.56444097 0.47027376 ... 0.5011717  0.66903377 0.56807137]
 [0.5890193  0.5621409  0.4782405  ... 0.4947984  0.66399324 0.56671596]
 [0.5873768  0.55685073 0.48912573 ... 0.4941043  0.64223886 0.5505638 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7117593  0.37270066 0.42161304 ... 0.5597943  0.7699952  0.54393876]
 [0.7082305  0.3779266  0.4218632  ... 0.56019855 0.7643444  0.5486941 ]
 [0.6794554  0.37726498 0.43986645 ... 0.54918206 0.73095113 0.56217897]]"
155,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3841485  0.7063452  0.3018768  ... 0.35398218 0.592111   0.71754944]
 [0.40600997 0.68219167 0.33678752 ... 0.40037334 0.59383345 0.6826441 ]
 [0.4171764  0.6602741  0.35467464 ... 0.39608732 0.58069247 0.66234505]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5936184  0.54709685 0.5072591  ... 0.491774   0.6591894  0.56798077]
 [0.59111905 0.5646794  0.4818     ... 0.5116244  0.6779991  0.5651086 ]
 [0.58603644 0.5548926  0.5080744  ... 0.5196729  0.6619627  0.5811311 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7187613  0.35607436 0.45447496 ... 0.54900354 0.7697305  0.5898151 ]
 [0.7103856  0.37010372 0.42718303 ... 0.5515474  0.7542803  0.5217817 ]
 [0.6997197  0.3910124  0.43324825 ... 0.56306106 0.7374954  0.55417824]]"
156,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38088074 0.72716403 0.28883117 ... 0.37533116 0.6268154  0.7312705 ]
 [0.38563737 0.72686607 0.29312074 ... 0.38567966 0.62666863 0.7338862 ]
 [0.3550314  0.7459572  0.27169326 ... 0.3235486  0.61928946 0.7537301 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5900004  0.56416476 0.468177   ... 0.49491796 0.6676943  0.58149695]
 [0.59365016 0.56886876 0.4867508  ... 0.48817337 0.6616274  0.55896133]
 [0.6018149  0.55776745 0.4788719  ... 0.5230937  0.68766016 0.5964872 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6990181  0.36128512 0.4302085  ... 0.5627593  0.7673493  0.54621917]
 [0.6947967  0.3652438  0.433863   ... 0.55191416 0.7631547  0.55076146]
 [0.7446308  0.31783587 0.42728013 ... 0.5574082  0.80620694 0.57873917]]"
157,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.333774   0.75927186 0.26117796 ... 0.30270088 0.6274096  0.7669062 ]
 [0.40552598 0.6969109  0.3169252  ... 0.41030267 0.6169879  0.7036341 ]
 [0.39579    0.70506215 0.30957696 ... 0.3893276  0.61823624 0.70858073]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6048501  0.55840456 0.4669464  ... 0.5116787  0.67182434 0.5795162 ]
 [0.60441816 0.5566841  0.4862275  ... 0.4917213  0.6634302  0.55801207]
 [0.5950924  0.56731147 0.48967817 ... 0.4897097  0.66021246 0.5561824 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7387531  0.29917186 0.44358325 ... 0.55283326 0.81594276 0.5840443 ]
 [0.6962822  0.38866284 0.42467436 ... 0.55634373 0.7536959  0.5278141 ]
 [0.6949091  0.3733876  0.4289213  ... 0.5633716  0.763805   0.5420043 ]]"
158,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3870628  0.6948635  0.3176801  ... 0.37231398 0.5967453  0.70411325]
 [0.38402292 0.7124487  0.31452298 ... 0.36951497 0.6114176  0.7117435 ]
 [0.37665084 0.7225143  0.28843588 ... 0.3857219  0.62448114 0.73114336]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5669384  0.5452261  0.4880054  ... 0.48695278 0.6206827  0.55483377]
 [0.58176684 0.56391776 0.47556636 ... 0.49563533 0.6589044  0.56707555]
 [0.5783317  0.5541388  0.5003654  ... 0.4965046  0.6384184  0.5485525 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6709169  0.37891096 0.44759485 ... 0.5486988  0.73394704 0.58147496]
 [0.69697416 0.36013412 0.438039   ... 0.5512947  0.7616318  0.54633695]
 [0.67578715 0.37562832 0.43942127 ... 0.5367781  0.75409734 0.5613118 ]]"
159,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.36748436 0.72872734 0.2957463  ... 0.348917   0.6210246  0.7304461 ]
 [0.36981636 0.7167097  0.29552233 ... 0.35429415 0.61586857 0.72647214]
 [0.3686794  0.7235694  0.29044142 ... 0.3888985  0.6278489  0.72564876]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58401746 0.5656761  0.4658049  ... 0.5010648  0.66713244 0.5748334 ]
 [0.5846627  0.55925274 0.48895353 ... 0.5025573  0.6564496  0.56301636]
 [0.5857294  0.550035   0.4794583  ... 0.4989828  0.6622783  0.5750218 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7084441  0.34684417 0.43926466 ... 0.55888253 0.7776717  0.5585078 ]
 [0.70885676 0.35626924 0.43959612 ... 0.5448302  0.7665496  0.5609892 ]
 [0.6973729  0.3740081  0.42648923 ... 0.57108283 0.7596083  0.5614813 ]]"
160,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3627017  0.72858936 0.2924039  ... 0.3442479  0.6204542  0.73163944]
 [0.35892868 0.7313043  0.29487565 ... 0.338632   0.62022614 0.7319597 ]
 [0.3942305  0.709746   0.30860066 ... 0.390063   0.6211349  0.7091789 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5832273  0.56828743 0.4739033  ... 0.50348514 0.65940714 0.5705107 ]
 [0.5826573  0.5656011  0.48286083 ... 0.5023435  0.6629912  0.5645554 ]
 [0.58837557 0.5607459  0.48993543 ... 0.48983663 0.67115176 0.56753826]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70860344 0.3402817  0.44102705 ... 0.5538675  0.7766923  0.5660939 ]
 [0.70362574 0.3401116  0.43970072 ... 0.55201715 0.78290904 0.5663998 ]
 [0.70383775 0.37736514 0.4209075  ... 0.5583136  0.7632866  0.5402442 ]]"
161,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39647317 0.71245706 0.30187628 ... 0.41493684 0.63113815 0.72272015]
 [0.35146174 0.74298763 0.27593172 ... 0.31699514 0.6185416  0.74909884]
 [0.34860548 0.7424024  0.27451164 ... 0.313215   0.61981726 0.7546301 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6116893  0.5760623  0.47629085 ... 0.49718595 0.6785796  0.5620683 ]
 [0.6077387  0.5644146  0.4790547  ... 0.5248428  0.68522215 0.58532333]
 [0.5915436  0.5594791  0.4780021  ... 0.51151824 0.6669422  0.57920927]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7079315  0.3695564  0.41726953 ... 0.55683887 0.7720819  0.5145451 ]
 [0.7416951  0.32519236 0.42774037 ... 0.56031823 0.80378336 0.5863001 ]
 [0.7281906  0.32296008 0.43213686 ... 0.55320877 0.8021051  0.58409524]]"
162,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.4352088  0.6314938  0.37926084 ... 0.44276235 0.57716185 0.63311446]
 [0.42236874 0.6477239  0.35963485 ... 0.45349202 0.59061587 0.65544206]
 [0.43026075 0.6316447  0.3736507  ... 0.46207517 0.5828078  0.6388604 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57764167 0.5516702  0.45499676 ... 0.508972   0.6453382  0.58794945]
 [0.5743432  0.5513164  0.46817443 ... 0.5042881  0.6439112  0.5763507 ]
 [0.5909313  0.5736907  0.5003084  ... 0.5044119  0.6513819  0.56201667]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.67402524 0.4222041  0.42646807 ... 0.5589591  0.69405013 0.50250846]
 [0.669464   0.4250319  0.428982   ... 0.5583291  0.702881   0.50424415]
 [0.66790885 0.42243415 0.42517868 ... 0.55033654 0.7017751  0.5005821 ]]"
163,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38385764 0.71898484 0.2963455  ... 0.369464   0.61568713 0.7261296 ]
 [0.3885648  0.7172369  0.30761257 ... 0.36631188 0.6179634  0.7229329 ]
 [0.39084965 0.7034175  0.3124965  ... 0.3750942  0.61009157 0.7177381 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5743796  0.5564425  0.47869232 ... 0.48824582 0.6218455  0.5507056 ]
 [0.5975956  0.5747706  0.47303298 ... 0.4893233  0.6772591  0.5710122 ]
 [0.5879997  0.5719646  0.48406476 ... 0.49829718 0.6423171  0.5634967 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6697068  0.37019902 0.44619867 ... 0.541393   0.74175256 0.5904237 ]
 [0.7105057  0.35169    0.42295647 ... 0.5492011  0.76612234 0.54672974]
 [0.6877973  0.36736804 0.43568587 ... 0.5453143  0.74986017 0.565588  ]]"
164,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38910964 0.7109841  0.30370143 ... 0.37549868 0.6162896  0.71583307]
 [0.42857113 0.65232486 0.3650216  ... 0.41966996 0.58784497 0.65246737]
 [0.43365678 0.6388488  0.37722653 ... 0.42767155 0.5754939  0.64460886]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58086145 0.55122054 0.5008243  ... 0.48389086 0.6492762  0.5584021 ]
 [0.5987245  0.5682381  0.47783154 ... 0.50535256 0.66741484 0.56711864]
 [0.59340036 0.56061137 0.48739094 ... 0.5017052  0.65819484 0.56330746]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.68376535 0.37456796 0.4325797  ... 0.5584919  0.7539619  0.5641261 ]
 [0.69352436 0.3938241  0.4180641  ... 0.55884725 0.73550427 0.5038791 ]
 [0.69311696 0.40246454 0.41852722 ... 0.5474456  0.7230164  0.505183  ]]"
165,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.4427924  0.61957693 0.4006149  ... 0.45075285 0.56982106 0.62544274]
 [0.37506413 0.7270998  0.2896195  ... 0.35581073 0.6187908  0.7346448 ]
 [0.4530065  0.60485923 0.40600652 ... 0.45272908 0.56014466 0.60941297]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.56959903 0.5464731  0.5031898  ... 0.49681523 0.6032536  0.5475108 ]
 [0.60441536 0.58475655 0.46584967 ... 0.4937189  0.69208026 0.5803359 ]
 [0.5775039  0.53792405 0.52257544 ... 0.49442843 0.6024289  0.55054456]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6377278  0.41614085 0.45127702 ... 0.5453537  0.67104954 0.5106453 ]
 [0.72400457 0.34019634 0.4166602  ... 0.5561072  0.78314817 0.5488468 ]
 [0.634928   0.44015992 0.44253963 ... 0.5430534  0.6643481  0.52136606]]"
166,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38995475 0.6955548  0.3182306  ... 0.3542906  0.59398204 0.7016988 ]
 [0.38439643 0.7245476  0.2866581  ... 0.37706873 0.62658936 0.7312747 ]
 [0.37172124 0.72345483 0.29041168 ... 0.33869767 0.60660654 0.73241884]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5804399  0.5570097  0.47612894 ... 0.4987921  0.6579737  0.575645  ]
 [0.5984736  0.5615999  0.4833402  ... 0.48503867 0.66426444 0.568682  ]
 [0.57994914 0.5577475  0.4848078  ... 0.4921113  0.6496563  0.5614305 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70112145 0.36006323 0.42971775 ... 0.5587667  0.7617278  0.5604123 ]
 [0.6974301  0.3667073  0.4207525  ... 0.5564089  0.76494104 0.5603927 ]
 [0.69730407 0.33819625 0.45241958 ... 0.54179966 0.76817673 0.57854885]]"
167,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40285146 0.6698789  0.33878922 ... 0.40804508 0.5905047  0.6732738 ]
 [0.41476467 0.6552313  0.3526435  ... 0.4116863  0.5810667  0.66455454]
 [0.4234913  0.64159596 0.3671787  ... 0.41665074 0.575975   0.6450841 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58234745 0.5458342  0.5051791  ... 0.5119399  0.6460838  0.5618542 ]
 [0.59031975 0.54564977 0.495983   ... 0.51978344 0.67768127 0.5951259 ]
 [0.5833907  0.54575866 0.4969423  ... 0.5129139  0.6530285  0.5691405 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.68870413 0.38852957 0.43188867 ... 0.5567275  0.7243069  0.5560788 ]
 [0.71507466 0.39339662 0.4298033  ... 0.56089556 0.72766834 0.53833693]
 [0.69295514 0.3979205  0.42266703 ... 0.5531767  0.71775466 0.5418872 ]]"
